iter	RMSE
286	4.395046983
287	4.391153738
288	4.388232719
289	4.385843446
290	4.380292112
291	4.374545123
292	4.369032655
293	4.36662668
294	4.361337305
295	4.359639643
296	4.354572287
297	4.353962821
298	4.351764567
299	4.346728229
300	4.343469955
301	4.342238289
302	4.339679477
303	4.338280908
304	4.332512586
305	4.331368654
306	4.33049225
307	4.324949085
308	4.321104944
309	4.319453682
310	4.314568065
311	4.313010721
312	4.31147636
313	4.305934336
314	4.302803079
315	4.302220479
316	4.300711896
317	4.295725956
318	4.294156229
319	4.291766221
320	4.286385232
321	4.28119514
322	4.278890934
323	4.276220102
324	4.27163263
325	4.267547992
326	4.261514095
327	4.259473519
328	4.25357862
329	4.251716192
330	4.244777488
331	4.244297777
332	4.243368609
333	4.240469418
334	4.23932768
335	4.237468244
336	4.233904614
337	4.229541248
338	4.226968269
339	4.223047635
340	4.22020852
341	4.219321515
342	4.21582588
343	4.21269854
344	4.211165889
345	4.207404085
346	4.202586752
347	4.197785834
348	4.192713525
349	4.189686408
350	4.185487396
351	4.183382145
352	4.180713816
353	4.17728464
354	4.173886816
355	4.167765962
356	4.167098427
357	4.164168827
358	4.159081829
359	4.154086597
360	4.152354909
361	4.146086056
362	4.143244679
363	4.139532605
364	4.137796762
365	4.136595516
366	4.131525679
367	4.128640011
368	4.123888672
369	4.12007633
370	4.115036954
371	4.113847595
372	4.109817173
373	4.106805772
374	4.103988756
375	4.102665484
376	4.09770212
377	4.093369674
378	4.091193802
379	4.088217893
380	4.085715947
381	4.081542203
382	4.079538704
383	4.07374334
384	4.070049678
385	4.067905936
386	4.0652907
387	4.061914147
388	4.061418582
389	4.059279163
390	4.058021222
391	4.055798088
392	4.053682411
393	4.053274731
394	4.048755506
395	4.047463179
396	4.046741556
397	4.041685169
398	4.036732014
399	4.035554994
400	4.034221841
401	4.032730503
402	4.029620784
403	4.026843334
404	4.022539695
405	4.019337486
406	4.018344533
407	4.01357398
408	4.010789376
409	4.006647878
410	4.003211227
411	3.998411754
412	3.995923233
413	3.995243122
414	3.993750094
415	3.989562954
416	3.984965046
417	3.979523018
418	3.978342192
419	3.977581185
420	3.972993654
421	3.972056755
422	3.969364154
423	3.968446875
424	3.968014572
425	3.967313931
426	3.964805666
427	3.960281896
428	3.959588842
429	3.95888421
430	3.957837218
431	3.954035431
432	3.953062108
433	3.949340455
434	3.948083651
435	3.943481393
436	3.9398167
437	3.938358729
438	3.933346276
439	3.932853407
440	3.932216965
441	3.930278038
442	3.928385203
443	3.925994906
444	3.924715056
445	3.922562652
446	3.920807732
447	3.918398527
448	3.916869144
449	3.912358673
450	3.908437572
451	3.907365727
452	3.903861167
453	3.903109918
454	3.900056316
455	3.895700549
456	3.894502714
457	3.89002678
458	3.887481106
459	3.887067007
460	3.886305421
461	3.883626755
462	3.88316519
463	3.882638641
464	3.879191623
465	3.87864129
466	3.878115212
467	3.873798789
468	3.873365143
469	3.87037189
470	3.868988769
471	3.864553719
472	3.862157268
473	3.857952453
474	3.856658159
475	3.852863254
476	3.849302278
477	3.847006065
478	3.845227158
479	3.841494344
480	3.839862709
481	3.839550879
482	3.839004316
483	3.835748288
484	3.831882014
485	3.831181996
486	3.830121264
487	3.827795447
488	3.827076133
489	3.824687619
490	3.821671946
491	3.82115433
492	3.817416618
493	3.816836487
494	3.812235076
495	3.809185456
496	3.806902584
497	3.802828667
498	3.799216747
499	3.794050994
500	3.792130001
501	3.790097406
502	3.786121081
503	3.7836486
504	3.782476045
505	3.781964284
506	3.78037985
507	3.776924281
508	3.776234262
509	3.77242283
510	3.770832672
511	3.769483927
512	3.767976106
513	3.764847505
514	3.76155245
515	3.757931659
516	3.754647395
517	3.754239689
518	3.753733814
519	3.751777901
520	3.74758252
521	3.743163136
522	3.740688274
523	3.73943808
524	3.737397027
525	3.733879069
526	3.73349456
527	3.731411084
528	3.730134067
529	3.729494489
530	3.727315161
531	3.724171673
532	3.722699482
533	3.72086202
534	3.720262845
535	3.717416189
536	3.716363295
537	3.714997808
538	3.712026784
539	3.708406171
540	3.70614547
541	3.702048145
542	3.699024361
543	3.69766486
544	3.695175889
545	3.691485051
546	3.689325601
547	3.688147251
548	3.685848374
549	3.681632342
550	3.679182189
551	3.676848427
552	3.674655455
553	3.674075817
554	3.669852196
555	3.667704696
556	3.66736201
557	3.66404669
558	3.663058425
559	3.662694162
560	3.660773929
561	3.658544348
562	3.658364683
563	3.656718939
564	3.652475067
565	3.65141828
566	3.650972622
567	3.647071119
568	3.645814485
569	3.644309852
570	3.641071488
571	3.639738209
572	3.637342074
573	3.633849053
574	3.631407332
575	3.630287156
576	3.629339178
577	3.626039819
578	3.622733593
579	3.619174245
580	3.616554631
581	3.615153059
582	3.610991974
583	3.608259809
584	3.607830422
585	3.60418023
586	3.601114598
587	3.599573975
588	3.597234036
589	3.594132556
590	3.593786007
591	3.590789277
592	3.590472937
593	3.587503955
594	3.585257086
595	3.581798171
596	3.58086585
597	3.578299959
598	3.577166354
599	3.575053041
600	3.572426472
601	3.572061965
602	3.57115713
603	3.569283125
604	3.566766068
605	3.564308538
606	3.561589869
607	3.558155166
608	3.55523723
609	3.553420926
610	3.553259779
611	3.550768349
612	3.548564362
613	3.547011657
614	3.543829108
615	3.540835693
616	3.537717226
617	3.534342643
618	3.5298325
619	3.5288877
620	3.528302861
621	3.527351288
622	3.522274043
623	3.520768384
624	3.519654461
625	3.517246427
626	3.515259812
627	3.513760298
628	3.510817431
629	3.506729438
630	3.505924157
631	3.504406432
632	3.500893124
633	3.499071669
634	3.498300058
635	3.496565711
636	3.495791978
637	3.493578037
638	3.4908914
639	3.488392067
640	3.487583886
641	3.486144671
642	3.484261088
643	3.480998276
644	3.479556583
645	3.479232592
646	3.478820124
647	3.477055552
648	3.473981773
649	3.470422348
650	3.467585665
651	3.467157006
652	3.466785128
653	3.465206603
654	3.462962151
655	3.460852871
656	3.45989378
657	3.458056704
658	3.457802121
659	3.453952604
660	3.453334965
661	3.452718699
662	3.452144236
663	3.450511727
664	3.447827321
665	3.444620818
666	3.44005302
667	3.437878699
668	3.436908172
669	3.435073787
670	3.432930557
671	3.432566513
672	3.432301405
673	3.430396519
674	3.430175338
675	3.429022882
676	3.42568566
677	3.424874795
678	3.423182402
679	3.422774362
680	3.420390342
681	3.419484266
682	3.419209564
683	3.418740951
684	3.41497592
685	3.414312752
686	3.413169209
687	3.412747199
688	3.411787034
689	3.411508731
690	3.409795615
691	3.408695395
692	3.406250622
693	3.405689342
694	3.403806553
695	3.401016616
696	3.399706409
697	3.395967945
698	3.393316828
699	3.3930968
700	3.391062063
701	3.388846499
702	3.385890295
703	3.383533723
704	3.380234721
705	3.376131984
706	3.373231107
707	3.37224268
708	3.371349782
709	3.368836578
710	3.368061632
711	3.366956862
712	3.364873316
713	3.363423971
714	3.360760165
715	3.360104466
716	3.358116172
717	3.357032512
718	3.355271011
719	3.35376763
720	3.352017559
721	3.350059274
722	3.348504412
723	3.347496596
724	3.346177075
725	3.345847537
726	3.342204552
727	3.34125665
728	3.338823622
729	3.337241483
730	3.33416046
731	3.331838999
732	3.329413502
733	3.327127573
734	3.324063407
735	3.321646902
736	3.321263919
737	3.320525011
738	3.319625761
739	3.31723842
740	3.316526782
741	3.315154895
742	3.314221254
743	3.312940004
744	3.310819255
745	3.309158046
746	3.308923594
747	3.306640919
748	3.306046307
749	3.305270945
750	3.303279058
751	3.302459406
752	3.300090033
753	3.299670412
754	3.299125853
755	3.297157137
756	3.2957307
757	3.295130368
758	3.294866857
759	3.292596696
760	3.291313958
761	3.290022346
762	3.288096555
763	3.285496572
764	3.284133725
765	3.282187781
766	3.281161339
767	3.280919826
768	3.277617594
769	3.276563035
770	3.273797041
771	3.271044007
772	3.270114265
773	3.26992971
774	3.2662146
775	3.265485203
776	3.263916814
777	3.263300104
778	3.261700475
779	3.260209135
780	3.257651202
781	3.257323873
782	3.255546246
783	3.25464892
784	3.254217433
785	3.253967638
786	3.252932773
787	3.251761995
788	3.251494144
789	3.250360018
790	3.249824213
791	3.248497615
792	3.246526302
793	3.244857629
794	3.241043822
795	3.23933173
796	3.237090454
797	3.234362705
798	3.23402898
799	3.232473288
800	3.230989567
801	3.230733661
802	3.230146639
803	3.226609208
804	3.225704452
805	3.224927361
806	3.223287314
807	3.221526025
808	3.220188102
809	3.219996569
810	3.21916833
811	3.218573808
812	3.215961527
813	3.212604411
814	3.212249054
815	3.210125693
816	3.208757814
817	3.207004247
818	3.205308523
819	3.203640648
820	3.200624422
821	3.200413057
822	3.200179973
823	3.198556416
824	3.19735
825	3.196767123
826	3.19316049
827	3.191777449
828	3.191516076
829	3.191157341
830	3.189994198
831	3.185561445
832	3.182710604
833	3.180737059
834	3.180186944
835	3.178984159
836	3.17844503
837	3.177944179
838	3.176288617
839	3.173296741
840	3.171516699
841	3.170896922
842	3.168745175
843	3.167714357
844	3.167281419
845	3.166569475
846	3.164581076
847	3.161796552
848	3.161759228
849	3.161560417
850	3.160262173
851	3.158247576
852	3.155568128
853	3.154189552
854	3.15396228
855	3.15273007
856	3.150220586
857	3.148469948
858	3.145147312
859	3.144246793
860	3.141463044
861	3.139976099
862	3.139749583
863	3.136244614
864	3.135280856
865	3.134592346
866	3.133540279
867	3.131822032
868	3.129798519
869	3.128668733
870	3.127703053
871	3.126280254
872	3.125979603
873	3.124586432
874	3.123962918
875	3.121661289
876	3.118779859
877	3.116860071
878	3.114894098
879	3.113292248
880	3.110578986
881	3.110002376
882	3.109218738
883	3.107604927
884	3.106450362
885	3.104183983
886	3.101625923
887	3.098456611
888	3.097486649
889	3.09483551
890	3.092669769
891	3.091993817
892	3.091524111
893	3.090069898
894	3.08713843
895	3.08479747
896	3.084701281
897	3.082401061
898	3.082259409
899	3.082049512
900	3.080996363
901	3.0803932
902	3.079809189
903	3.077559545
904	3.074053172
905	3.073131102
906	3.072129764
907	3.071526482
908	3.070813981
909	3.069735706
910	3.067585589
911	3.066162212
912	3.064952562
913	3.064423013
914	3.062581555
915	3.061776053
916	3.057998882
917	3.054410665
918	3.052795925
919	3.05186077
920	3.049521963
921	3.04610625
922	3.044468838
923	3.042554727
924	3.040179857
925	3.038766656
926	3.036750447
927	3.036535306
928	3.035623636
929	3.035051657
930	3.031971083
931	3.02863142
932	3.026293075
933	3.024617151
934	3.024399118
935	3.022854672
936	3.022482563
937	3.021196943
938	3.020098633
939	3.019982411
940	3.018092769
941	3.014910326
942	3.013323542
943	3.012917244
944	3.011098112
945	3.009780258
946	3.008173156
947	3.007555682
948	3.006283711
949	3.005165432
950	3.004023405
951	3.002966716
952	3.002868834
953	3.001871793
954	3.001050165
955	2.998086877
956	2.997349688
957	2.996302774
958	2.994888456
959	2.992402704
960	2.990937395
961	2.987758175
962	2.98731863
963	2.986434529
964	2.985446088
965	2.984160912
966	2.983140825
967	2.980854914
968	2.978436365
969	2.976323019
970	2.974041702
971	2.973891153
972	2.973140979
973	2.972066724
974	2.971042201
975	2.970868712
976	2.967229648
977	2.966290318
978	2.965507036
979	2.965278742
980	2.964768297
981	2.96409931
982	2.962904771
983	2.961029156
984	2.960297081
985	2.958796117
986	2.955134422
987	2.952789728
988	2.95167145
989	2.950827572
990	2.949476106
991	2.949257825
992	2.948774566
993	2.947003655
994	2.946819887
995	2.945634566
996	2.942475677
997	2.941909439
998	2.941527647
999	2.941269563
